Chr	Start	End	Symbol	FBgn	Strand
3L	15492964	15495549	CG12355	FBgn0040805	-
3L	15496574	15498055	CG13455	FBgn0036498	+
3L	15498202	15498821	CG7276	FBgn0036499	+
3L	15498959	15500561	CG7275	FBgn0036500	+
3L	15500938	15503769	CG7272	FBgn0036501	+
3L	15503600	15504894	CG7857	FBgn0026738	-
3L	15505188	15508252	CG7841	FBgn0036502	-
3L	15509061	15509513	Z600	FBgn0004052	+
3L	15509445	15510837	gdl-ORF39	FBgn0028377	+
3L	15509445	15511047	gdl	FBgn0001099	+
3L	15511052	15513202	MsrA	FBgn0000565	+
3L	15516533	15517056	CG13454	FBgn0036503	-
3L	15517424	15519592	mex1	FBgn0004228	-
3L	15520318	15521554	asRNA:CR43159	FBgn0262689	-
3L	15520620	15521653	yellow-k	FBgn0036504	+
3L	15521711	15524137	CG7945	FBgn0036505	-
3L	15524325	15525253	CG33986	FBgn0053986	-
3L	15525891	15526812	CG33985	FBgn0053985	-
3L	15526910	15527516	CG42729	FBgn0261682	-
3L	15527620	15528196	CG42728	FBgn0261681	-
3L	15528265	15529243	obst-H	FBgn0053983	-
3L	15530085	15531473	CG43248	FBgn0262893	-
3L	15535395	15553214	CrebA	FBgn0004396	+
3L	15554113	15561042	AGO2	FBgn0087035	+
3L	15560726	15563065	CG7739	FBgn0036509	-
3L	15563427	15565559	SCCRO	FBgn0036510	+
3L	15566013	15576313	dop	FBgn0267390	+
3L	15576570	15578674	CG16979	FBgn0036512	+
3L	15578769	15580537	mrn	FBgn0261109	-
3L	15580800	15583373	CG12301	FBgn0036514	+
3L	15583638	15585347	AIMP2	FBgn0036515	+
3L	15585431	15588175	CG7656	FBgn0036516	-
3L	15588860	15609125	RhoGAP71E	FBgn0036518	+
3L	15608707	15610386	CG7650	FBgn0036519	-
3L	15610631	15612828	CG13449	FBgn0036520	-
3L	15613184	15647762	comm3	FBgn0259236	-
3L	15619901	15624130	Phs	FBgn0036522	+
3L	15629293	15629693	lncRNA:CR45977	FBgn0267639	+
3L	15648571	15649125	CG43083	FBgn0262529	+
3L	15649126	15649661	Eig71Ea	FBgn0004588	-
3L	15649936	15650541	Eig71Eb	FBgn0004589	+
3L	15650852	15651392	CG43084	FBgn0262530	+
3L	15651479	15652254	Eig71Ec	FBgn0004590	-
3L	15652537	15653096	Eig71Ed	FBgn0004591	+
3L	15654472	15656010	Eig71Ee	FBgn0004592	-
3L	15656655	15657390	Eig71Ef	FBgn0004593	-
3L	15657628	15658149	Eig71Eg	FBgn0004594	+
3L	15658936	15659441	Eig71Eh	FBgn0014848	-
3L	15659707	15660351	Eig71Ei	FBgn0014849	+
3L	15660549	15661015	Eig71Ej	FBgn0014850	-
3L	15661248	15661809	Eig71Ek	FBgn0014851	+
3L	15661867	15662279	CG43082	FBgn0262528	+
3L	15679720	15681470	CG7304	FBgn0036527	+
3L	15681633	15683445	CG7579	FBgn0036528	-
3L	15683872	15686598	Pgant8	FBgn0036529	+
3L	15686352	15687902	CG34452	FBgn0085481	-
3L	15688517	15692068	CG34451	FBgn0085480	-
3L	15697594	15699850	comm2	FBgn0041160	-
3L	15716453	15717749	CG42571	FBgn0260777	+
3L	15717819	15720073	CG42570	FBgn0260776	+
3L	15721511	15728430	comm	FBgn0010105	-
3L	15747403	15748699	lncRNA:CR45240	FBgn0266775	+
3L	15758026	15759201	lncRNA:CR46197	FBgn0267916	+
3L	15808322	15808883	CG6244	FBgn0036531	+
3L	15809485	15809977	CG13445	FBgn0036532	+
3L	15810081	15816410	fwe	FBgn0261722	-
3L	15816979	15818621	CkIIalpha-i1	FBgn0015025	+
3L	15818734	15826423	DCP2	FBgn0036534	-
3L	15826888	15832004	dbo	FBgn0040230	+
3L	15832464	15833947	CG12713	FBgn0036536	+
3L	15833795	15835388	CG18081	FBgn0036537	-
3L	15835693	15837482	CG15715	FBgn0036538	-
3L	15837773	15844062	meru	FBgn0052150	-
3L	15843406	15843495	mir-263b	FBgn0262371	-
3L	15848578	15899029	pHCl-1	FBgn0264908	-
3L	15876091	15876472	lncRNA:CR44051	FBgn0264843	-
3L	15884593	15885747	lncRNA:CR44050	FBgn0264842	-
3L	15900156	15924861	sff	FBgn0036544	-
3L	15925805	15954797	Pka-C3	FBgn0000489	-
3L	15955096	15956465	GXIVsPLA2	FBgn0036545	+
3L	15956550	15958433	elgi	FBgn0283649	+
3L	15958843	15960609	CG17032	FBgn0036547	+
3L	15960836	15967872	l(3)72Ab	FBgn0263599	-
3L	15968204	15969902	CG10516	FBgn0036549	+
3L	15970082	15982869	brm	FBgn0000212	-
3L	15975368	15976428	CG17026	FBgn0036550	+
3L	15976870	15978435	CG17029	FBgn0036551	+
3L	15978524	15980004	CG17028	FBgn0036552	+
3L	15980100	15981888	CG17027	FBgn0036553	+
3L	15983135	15984362	Arl1	FBgn0000115	+
3L	15984322	15987815	DNApol-delta	FBgn0263600	-
3L	15987784	15988041	lncRNA:CR45446	FBgn0266995	+
3L	15988236	15992464	Hip14	FBgn0259824	+
3L	15992669	16004736	hzg	FBgn0036556	-
3L	16005193	16006599	mRpS31	FBgn0036557	+
3L	16006552	16011812	mib1	FBgn0263601	-
3L	16017165	16018317	lncRNA:CR43950	FBgn0264601	-
3L	16017537	16021582	lncRNA:CR45998	FBgn0267660	+
3L	16020409	16021506	lncRNA:CR43949	FBgn0264600	-
3L	16023480	16032752	Notum	FBgn0044028	+
3L	16031189	16031291	mir-4941	FBgn0263570	+
3L	16032762	16033190	CG42717	FBgn0261634	-
3L	16033778	16034170	CG42716	FBgn0261633	+
3L	16034524	16034853	CG42538	FBgn0260646	+
3L	16035485	16037227	CG5895	FBgn0036560	+
3L	16038410	16051034	Diap1	FBgn0260635	-
3L	16042395	16042968	asRNA:CR45889	FBgn0267549	+
3L	16049235	16050303	lncRNA:CR43951	FBgn0264602	+
3L	16051959	16082026	Mbs	FBgn0005536	+
3L	16082551	16083638	CG33258	FBgn0053258	+
3L	16083993	16085264	CG13075	FBgn0036563	+
3L	16085221	16087525	Tasp1	FBgn0263602	-
3L	16087627	16090392	CG5235	FBgn0036565	-
3L	16090454	16096151	ClC-c	FBgn0036566	+
3L	16095768	16097493	CG13074	FBgn0036567	-
3L	16097834	16100088	ATPsynbetaL	FBgn0036568	+
3L	16100280	16103482	IleRS-m	FBgn0036569	+
3L	16103432	16105627	IntS9	FBgn0036570	-
3L	16105852	16106428	CG43295	FBgn0262987	+
3L	16106594	16112626	Zn72D	FBgn0263603	-
3L	16113212	16121651	Taf4	FBgn0010280	+
3L	16122002	16126052	Strump	FBgn0036571	+
3L	16126018	16128531	Pgm1	FBgn0003076	-
3L	16129617	16130983	SsRbeta	FBgn0011016	+
3L	16131001	16131632	Trs20	FBgn0266724	-
3L	16132028	16136691	elg1	FBgn0036574	+
3L	16136487	16137879	CG5157	FBgn0036575	-
3L	16137802	16164701	CG5151	FBgn0036576	-
3L	16139501	16144036	CG32152	FBgn0052152	-
3L	16169455	16170106	CG33796	FBgn0053796	-
3L	16170729	16171380	CG33795	FBgn0053795	-
3L	16176810	16177256	lncRNA:CR45754	FBgn0267318	+
3L	16177345	16177635	lncRNA:CR45755	FBgn0267319	-
3L	16196502	16197219	lncRNA:CR45437	FBgn0266986	-
3L	16197868	16198852	CG33687	FBgn0053687	+
3L	16199220	16199926	CG33688	FBgn0053688	+
3L	16200229	16200926	CG33689	FBgn0053689	+
3L	16201328	16202032	CG33690	FBgn0053690	+
3L	16213051	16217303	CG13073	FBgn0036577	-
3L	16213928	16214376	asRNA:CR43891	FBgn0264483	+
3L	16222031	16222103	tRNA:Met-CAT-1-3	FBgn0052153	+
3L	16226126	16228737	l(3)72Dn	FBgn0263605	-
3L	16229100	16231139	CG5027	FBgn0036579	+
3L	16231081	16232038	PDCD-5	FBgn0036580	-
3L	16232084	16232777	MED10	FBgn0036581	+
3L	16233127	16234165	Hsc20	FBgn0263606	+
3L	16234140	16236999	l(3)72Dp	FBgn0263607	+
3L	16237723	16239462	l(3)72Dr	FBgn0263608	+
3L	16249560	16252355	CG13055	FBgn0036583	-
3L	16255852	16257191	CG13054	FBgn0036584	-
3L	16259037	16259722	CG13053	FBgn0040801	-
3L	16261185	16261605	CG34247	FBgn0085276	-
3L	16262740	16263247	CG13071	FBgn0036585	+
3L	16263343	16264151	CG13070	FBgn0036586	+
3L	16264713	16265100	CG13051	FBgn0040799	-
3L	16265385	16265804	CG13069	FBgn0040798	+
3L	16265797	16268156	CG4950	FBgn0036587	-
3L	16269392	16269911	CG13068	FBgn0036588	+
3L	16270369	16270902	CG34248	FBgn0085277	-
3L	16271282	16271918	CG13067	FBgn0036589	+
3L	16272909	16273608	CG13066	FBgn0040797	+
3L	16277435	16278180	CG13065	FBgn0036590	+
3L	16278458	16279271	CG13050	FBgn0036591	-
3L	16280404	16280860	CG13064	FBgn0040796	+
3L	16281132	16281930	CG13049	FBgn0036592	-
3L	16282809	16283921	CG13048	FBgn0036593	-
3L	16284680	16285396	CG13047	FBgn0036594	-
3L	16287580	16288422	CG13046	FBgn0036595	-
3L	16289712	16290950	CG13045	FBgn0036596	-
3L	16294711	16295547	CG4962	FBgn0036597	-
3L	16301453	16302027	CG4982	FBgn0036598	+
3L	16302490	16303178	CG13044	FBgn0036599	-
3L	16302544	16303531	asRNA:CR45890	FBgn0267550	+
3L	16304282	16304662	CG43249	FBgn0262894	+
3L	16305225	16305870	CG13043	FBgn0036600	-
3L	16306600	16307205	CG13063	FBgn0036601	+
3L	16307846	16308480	CG13042	FBgn0036602	-
3L	16308940	16311318	lncRNA:CR32160	FBgn0052160	+
3L	16314285	16315149	CG13062	FBgn0036603	+
3L	16318024	16318690	Nplp3	FBgn0042201	+
3L	16318941	16319263	asRNA:CR45663	FBgn0267223	+
3L	16318954	16319526	CG13041	FBgn0036605	-
3L	16319440	16319931	lncRNA:CR45664	FBgn0267224	-
3L	16319856	16320454	CG13060	FBgn0036606	+
3L	16320830	16321272	CG42718	FBgn0261635	-
3L	16323672	16324308	CG13059	FBgn0036607	+
3L	16325083	16326757	CG13040	FBgn0036608	-
3L	16326057	16326762	CG13039	FBgn0036609	-
3L	16327258	16327893	CG13038	FBgn0040795	-
3L	16328841	16329534	CG13058	FBgn0036610	+
3L	16329795	16331227	CG33061	FBgn0053061	+
3L	16331040	16331767	CG33060	FBgn0053060	+
3L	16331933	16332789	retinin	FBgn0040074	+
3L	16333313	16333782	CG13056	FBgn0040794	+
3L	16339003	16345241	CG4998	FBgn0036612	+
3L	16343189	16345241	lncRNA:CR45893	FBgn0267553	+
3L	16346323	16347620	CG33257	FBgn0053257	+
3L	16348074	16348782	mRpS34	FBgn0285951	+
3L	16348747	16351951	Golgin104	FBgn0036614	-
3L	16349917	16349989	tRNA:Met-CAT-1-4	FBgn0052357	+
3L	16351991	16353286	Tcs3	FBgn0283681	+
3L	16353233	16354297	Pdh	FBgn0011693	-
3L	16353498	16353916	asRNA:CR45894	FBgn0267554	+
3L	16354746	16359428	ringer	FBgn0266417	-
3L	16362603	16363750	Cpr72Ea	FBgn0036617	+
3L	16364899	16365707	Cpr72Eb	FBgn0036618	+
3L	16365894	16367340	Cpr72Ec	FBgn0036619	-
3L	16368389	16369518	CG4842	FBgn0036620	+
3L	16369826	16370945	CG18814	FBgn0042137	+
3L	16370938	16378566	roq	FBgn0036621	-
3L	16378974	16381570	Agpat4	FBgn0036622	-
3L	16381772	16385957	Agpat3	FBgn0036623	-
3L	16386327	16390816	RAF2	FBgn0036624	+
3L	16390952	16400275	CG44836	FBgn0266099	-
3L	16394586	16396880	Gagr	FBgn0036627	+
3L	16402796	16411828	fax	FBgn0014163	-
3L	16412722	16415386	Serinc	FBgn0028399	+
3L	16415292	16417177	GluRS-m	FBgn0036629	-
3L	16417349	16419302	TyrRS	FBgn0027080	-
3L	16419597	16496560	CG33158	FBgn0053158	+
3L	16422795	16451958	dsx-c73A	FBgn0261799	-
3L	16470386	16483650	aos	FBgn0004569	-
3L	16491838	16496236	CG42514	FBgn0260388	-
3L	16491838	16543370	CG43373	FBgn0263131	-
3L	16497651	16500460	st	FBgn0003515	+
3L	16544567	16545628	CG13033	FBgn0036638	-
3L	16556823	16557958	CG4229	FBgn0036639	+
3L	16563448	16573334	Mipp1	FBgn0026061	-
3L	16566750	16567300	CG43206	FBgn0262842	+
3L	16574436	16576871	mbf1	FBgn0262732	+
3L	16576859	16580306	nxf2	FBgn0036640	-
3L	16580398	16581547	Smn	FBgn0036641	-
3L	16581637	16582767	CR43727	FBgn0263975	+
3L	16583028	16584022	Rpn12	FBgn0028693	+
3L	16584124	16586111	UQCR-C2	FBgn0250814	+
3L	16586108	16587057	Syx8	FBgn0036643	-
3L	16587111	16587805	asRNA:CR45895	FBgn0267555	-
3L	16587157	16588143	CG32163	FBgn0052163	+
3L	16588475	16590132	l(3)73Ah	FBgn0002283	+
3L	16590059	16591050	tra	FBgn0003741	-
3L	16591207	16595014	spd-2	FBgn0027500	-
3L	16595181	16600459	Apl	FBgn0042178	+
3L	16600448	16602723	CR18217	FBgn0036646	-
3L	16603053	16608146	Arts	FBgn0042177	+
3L	16608138	16609347	CG4098	FBgn0036648	-
3L	16609400	16610418	Prosbeta6	FBgn0002284	-
3L	16610662	16612199	Su(P)	FBgn0004465	-
3L	16612486	16612950	CG4101	FBgn0025558	+
3L	16612500	16612827	asRNA:CR45865	FBgn0267525	-
3L	16613218	16615472	Mo25	FBgn0017572	-
3L	16615866	16647882	Abl	FBgn0000017	-
3L	16648442	16661615	Baldspot	FBgn0260960	-
3L	16653769	16654006	snRNA:U12	FBgn0041721	+
3L	16662557	16667934	Galphaf	FBgn0010223	-
3L	16663903	16664913	asRNA:CR46033	FBgn0267697	+
3L	16670355	16670741	lncRNA:CR45241	FBgn0266776	-
3L	16671664	16673555	zetaCOP	FBgn0040512	-
3L	16673964	16676264	CG13032	FBgn0036652	+
3L	16676406	16711677	CG43954	FBgn0264605	-
3L	16676406	16711677	Lasp	FBgn0063485	-
3L	16689268	16697897	lncRNA:CR45179	FBgn0266689	+
3L	16700829	16701469	lncRNA:CR45897	FBgn0267557	-
3L	16704973	16706428	CG9692	FBgn0036654	+
3L	16712126	16724575	Dab	FBgn0000414	+
3L	16724678	16726169	CG13026	FBgn0036656	-
3L	16724861	16725375	CG13031	FBgn0036655	+
3L	16726541	16727288	PGRP-SB2	FBgn0043577	+
3L	16727299	16727989	PGRP-SB1	FBgn0043578	-
3L	16728496	16730818	Dbp73D	FBgn0004556	-
3L	16733546	16739364	CG9701	FBgn0036659	+
3L	16755489	16755720	CG42852	FBgn0262099	+
3L	16759393	16762683	lncRNA:CR46214	FBgn0267934	-
3L	16766072	16777465	Nrt	FBgn0004108	+
3L	16776531	16779736	mus302	FBgn0287696	-
3L	16780100	16782419	CG9705	FBgn0036661	+
3L	16783010	16785246	CG9706	FBgn0036662	+
3L	16785242	16786941	eIF3e	FBgn0025582	-
3L	16787573	16807731	CG9674	FBgn0036663	-
3L	16804994	16819532	nudC	FBgn0021768	+
3L	16809658	16829074	CG13024	FBgn0036665	-
3L	16842294	16844585	TSG101	FBgn0036666	+
3L	16844568	16844991	kud	FBgn0036667	-
3L	16845386	16852350	Zcchc7	FBgn0036668	+
3L	16846227	16847000	CG32161	FBgn0052161	+
3L	16852527	16862517	Rh4	FBgn0003250	-
3L	16853751	16858712	sina	FBgn0003410	+
3L	16859080	16860529	sinah	FBgn0259794	+
3L	16860622	16861838	CG13029	FBgn0036670	+
3L	16863164	16864989	CG9951	FBgn0036671	+
3L	16865295	16922487	Lmpt	FBgn0261565	+
3L	16877309	16879372	CG32170	FBgn0052170	+
3L	16882191	16882539	lncRNA:CR45898	FBgn0267558	+
3L	16923252	16923994	CG13028	FBgn0036676	+
3L	16923914	16927434	CG13023	FBgn0036677	-
3L	16928381	16935536	CG11905	FBgn0036678	-
3L	16938330	16938952	CG13022	FBgn0036679	-
3L	16939100	16957689	Cpr73D	FBgn0036680	-
3L	16944361	16954942	Obp73a	FBgn0036681	+
3L	16954822	16968724	Nc73EF	FBgn0010352	+
3L	16970013	16994388	Exn	FBgn0261547	+
3L	16994717	17012565	CG3764	FBgn0036684	-
3L	16998457	16998524	mir-2500	FBgn0262189	-
3L	17012886	17016180	CG6664	FBgn0036685	-
3L	17016536	17020270	CG7728	FBgn0036686	+
3L	17020348	17022856	CG6652	FBgn0036687	-
3L	17023123	17023741	a10	FBgn0011293	-
3L	17024328	17027117	Fit2	FBgn0036688	+
3L	17027515	17029814	CG7730	FBgn0036689	+
3L	17029812	17032080	Ilp8	FBgn0036690	-
3L	17032055	17032608	lncRNA:CR45756	FBgn0267320	-
3L	17033119	17033676	lncRNA:CR43250	FBgn0262895	-
3L	17035668	17036865	beg	FBgn0036691	+
3L	17036859	17042574	scaf6	FBgn0261872	-
3L	17042797	17044465	Papst2	FBgn0036695	+
3L	17044401	17045038	Pop5	FBgn0036696	-
3L	17046063	17048390	TpnC73F	FBgn0010424	+
3L	17049512	17055454	rogdi	FBgn0036697	+
3L	17055613	17058533	CG7724	FBgn0036698	+
3L	17058774	17238212	Rbp6	FBgn0260943	-
3L	17166863	17167542	asRNA:CR43433	FBgn0263381	+
3L	17238613	17242128	CG6512	FBgn0036702	-
3L	17243436	17244746	CG7707	FBgn0036703	+
3L	17245882	17264290	lncRNA:CR43870	FBgn0264462	+
3L	17252377	17253937	CG6497	FBgn0036704	-
3L	17259661	17260449	lncRNA:CR43874	FBgn0264466	+
3L	17264416	17264986	CG13723	FBgn0036705	+
3L	17275050	17275549	lncRNA:CR45436	FBgn0266985	-
3L	17315006	17315105	mir-219	FBgn0262376	+
3L	17319969	17320811	ND-24L	FBgn0036706	-
3L	17322841	17324493	CG13724	FBgn0036707	+
3L	17324618	17325518	CG13725	FBgn0036708	-
3L	17327733	17329169	Or74a	FBgn0036709	-
3L	17334006	17334499	lncRNA:CR44563	FBgn0265756	+
3L	17335921	17337097	lncRNA:CR44564	FBgn0265757	-
3L	17337172	17339262	CG6479	FBgn0036710	-
3L	17339909	17339980	tRNA:Pro-CGG-2-2	FBgn0052173	-
3L	17340279	17341316	CG13727	FBgn0036711	-
3L	17342050	17344696	brv2	FBgn0036712	-
3L	17344947	17349666	Mip	FBgn0036713	-
3L	17351822	17358056	CG7692	FBgn0036714	+
3L	17359682	17361811	tap	FBgn0015550	+
3L	17366775	17367365	lncRNA:CR45688	FBgn0267248	+
3L	17367753	17379530	Cad74A	FBgn0036715	-
3L	17380026	17382728	CG13728	FBgn0036716	-
3L	17383636	17388956	CG13731	FBgn0036717	-
3L	17396031	17421514	blot	FBgn0027660	-
3L	17400272	17401348	lncRNA:noe	FBgn0026197	-
3L	17421787	17425217	Sec3	FBgn0266669	-
3L	17425477	17426282	CG7630	FBgn0040793	+
3L	17426286	17427130	CG33051	FBgn0053051	-
3L	17427305	17428836	Gorab	FBgn0053052	-
3L	17428936	17433190	frc	FBgn0042641	-
3L	17428936	17433621	Coq4	FBgn0052174	-
3L	17433868	17437971	CG32176	FBgn0052176	+
3L	17434472	17436431	CG12229	FBgn0036723	-
3L	17439401	17457461	CG18265	FBgn0036725	+
3L	17460109	17460496	lncRNA:CR44565	FBgn0265758	+
3L	17465945	17466768	QIL1	FBgn0036726	+
3L	17470127	17474517	SecCl	FBgn0036727	+
3L	17474761	17476124	UQCR-Q	FBgn0036728	+
3L	17476222	17477103	CG34250	FBgn0085279	+
3L	17477795	17478926	CG13733	FBgn0036729	-
3L	17479096	17480141	qjt	FBgn0036730	+
3L	17480129	17486230	CG6333	FBgn0036731	-
3L	17487118	17511693	Oatp74D	FBgn0036732	+
3L	17494880	17495300	edin	FBgn0052185	+
3L	17511855	17513912	U4-U6-60K	FBgn0036733	-
3L	17514298	17524740	CG7564	FBgn0036734	+
3L	17525333	17529861	Edc3	FBgn0036735	-
3L	17528700	17528840	snoRNA:Edc3-a	FBgn0263478	-
3L	17529868	17530202	lncRNA:CR45165	FBgn0266675	-
3L	17530081	17546660	Nedd4	FBgn0259174	+
3L	17548077	17549127	Jon74E	FBgn0023197	-
3L	17549826	17550980	CG7542	FBgn0036738	+
3L	17551004	17557788	CycT	FBgn0025455	-
3L	17558672	17619325	Eip74EF	FBgn0000567	-
3L	17566042	17566162	snoRNA:Me28S-A576	FBgn0086080	-
3L	17620123	17621625	Vps60	FBgn0036740	-
3L	17621824	17630971	anchor	FBgn0036741	+
3L	17628057	17628203	scaRNA:MeU4-A65	FBgn0261454	+
3L	17631390	17632253	lncRNA:CR44566	FBgn0265759	+
3L	17633040	17633317	lncRNA:CR44567	FBgn0265760	-
3L	17633449	17638001	CG7497	FBgn0036742	+
3L	17638103	17645036	Pep	FBgn0004401	-
3L	17645486	17646737	CG43085	FBgn0262531	-
3L	17647442	17654280	Ndfip	FBgn0052177	-
3L	17649562	17654280	Krn	FBgn0052179	-
3L	17654617	17655645	CG7484	FBgn0036745	+
3L	17659818	17669234	Crtc	FBgn0036746	-
3L	17668588	17668730	snmRNA:641	FBgn0065088	-
3L	17671622	17683581	CG34251	FBgn0085280	+
3L	17690015	17748839	Ccn	FBgn0052183	+
3L	17696391	17696967	lncRNA:CR45976	FBgn0267638	+
3L	17719193	17719854	CheB74a	FBgn0261294	-
3L	17723713	17729378	CG6052	FBgn0036747	-
3L	17740540	17742540	CG7460	FBgn0036749	+
3L	17745173	17746860	CG6034	FBgn0036750	-
3L	17748833	17750588	Adgf-B	FBgn0036751	-
3L	17751731	17764158	Adgf-A	FBgn0036752	-
3L	17754936	17764158	Adgf-A2	FBgn0043025	-
3L	17758112	17759553	CG32182	FBgn0052182	+
3L	17759697	17762904	CG32181	FBgn0052181	+
3L	17784788	17785284	lncRNA:CR44668	FBgn0265879	-
3L	17791079	17791486	CG42815	FBgn0261997	-
3L	17792088	17797594	CG42816	FBgn0261998	-
3L	17797738	17802279	NUCB1	FBgn0052190	-
3L	17802490	17804715	CG5589	FBgn0036754	-
3L	17804916	17806365	CG32187	FBgn0052187	-
3L	17806451	17809146	CG32191	FBgn0052191	-
3L	17809231	17814119	Cln3	FBgn0036756	-
3L	17815570	17817921	Ir75a	FBgn0036757	-
3L	17818073	17820193	Ir75b	FBgn0261402	-
3L	17820493	17822834	Ir75c	FBgn0261401	-
3L	17823333	17839767	Grd	FBgn0001134	+
3L	17833277	17833625	CG32188	FBgn0052188	-
3L	17834745	17835174	CG32189	FBgn0052189	-
3L	17838650	17841427	CG5577	FBgn0036759	-
3L	17841540	17843544	CG5567	FBgn0036760	-
3L	17841671	17842599	asRNA:CR45175	FBgn0266685	+
3L	17843725	17846501	MED19	FBgn0036761	-
3L	17846916	17849601	CG7430	FBgn0036762	+
3L	17849727	17852453	TrpRS-m	FBgn0036763	+
3L	17852624	17856794	CG5535	FBgn0036764	-
3L	17858474	17860482	CG34002	FBgn0054002	+
3L	17868740	17870573	CR43086	FBgn0262532	+
3L	17874715	17876573	CR43087	FBgn0262533	+
3L	17879096	17883653	CG7408	FBgn0036765	+
3L	17883649	17884376	CG5506	FBgn0036766	-
3L	17885254	17885528	CR42548	FBgn0260721	-
3L	17885948	17886645	CG16775	FBgn0036767	-
3L	17887705	17891404	CG7402	FBgn0036768	+
3L	17891820	17895862	Tsp74F	FBgn0036769	-
3L	17898889	17907812	Prestin	FBgn0036770	-
3L	17908143	17909683	Wdr92	FBgn0036771	+
3L	17909483	17912565	CG5290	FBgn0036772	-
3L	17934032	17946114	lncRNA:CR43174	FBgn0267794	+
3L	17947192	17947700	lncRNA:CR45393	FBgn0266942	-
3L	17950953	18064696	Eip75B	FBgn0000568	-
3L	17981321	17981841	lncRNA:CR45921	FBgn0267581	-
3L	18002978	18003078	snoRNA:Me28S-A30	FBgn0086081	-
3L	18037723	18038280	lncRNA:CR45922	FBgn0267582	-
3L	18040317	18041738	CG32192	FBgn0052192	+
3L	18042733	18044214	CG42393	FBgn0259739	+
3L	18068728	18070150	CG44006	FBgn0264748	-
3L	18070300	18072123	CG44005	FBgn0264747	-
3L	18072362	18073863	CG44004	FBgn0264746	-
3L	18074504	18075084	CR45391	FBgn0266940	-
3L	18077581	18078103	lncRNA:CR45392	FBgn0266941	+
3L	18081121	18085310	lncRNA:CR43253	FBgn0262898	-
3L	18085305	18087058	lncRNA:CR32194	FBgn0052194	-
3L	18086674	18087320	CG34253	FBgn0085282	-
3L	18088417	18106149	CG13698	FBgn0036773	-
3L	18106579	18107499	mRpS26	FBgn0036774	+
3L	18107848	18109574	Rpc53	FBgn0036775	-
3L	18109814	18112847	mus304	FBgn0002901	+
3L	18112959	18119150	CG32195	FBgn0052195	+
3L	18112959	18121003	CG7341	FBgn0036777	+
3L	18120932	18121989	CG42853	FBgn0262100	-
3L	18128940	18132689	Cyp312a1	FBgn0036778	-
3L	18135786	18136231	lncRNA:CR44669	FBgn0265880	-
3L	18139402	18145418	geko	FBgn0020300	+
3L	18148923	18153807	CG7330	FBgn0036780	+
3L	18154897	18162522	CG13699	FBgn0036781	-
3L	18167745	18185641	hid	FBgn0003997	-
3L	18196172	18196932	lncRNA:CR45234	FBgn0266769	+
3L	18201494	18203637	CG7320	FBgn0036782	+
3L	18230629	18231056	lncRNA:CR45935	FBgn0267597	+
3L	18234246	18234760	lncRNA:CR45937	FBgn0267599	-
3L	18243700	18244239	lncRNA:CR45936	FBgn0267598	+
3L	18252088	18252846	CheA75a	FBgn0036783	+
3L	18292125	18294262	CG5103	FBgn0036784	-
3L	18294604	18295800	lncRNA:CR43306	FBgn0262998	+
3L	18298742	18301260	CG13700	FBgn0036785	-
3L	18302719	18304417	grim	FBgn0015946	-
3L	18302801	18303341	lncRNA:CR45975	FBgn0267637	-
3L	18303431	18304179	asRNA:CR45974	FBgn0267636	+
3L	18323584	18323985	lncRNA:CR46353	FBgn0286033	-
3L	18397535	18398435	rpr	FBgn0011706	-
3L	18428524	18429255	lncRNA:CR46215	FBgn0267935	-
3L	18438561	18439942	skl	FBgn0036786	-
3L	18440730	18441871	lncRNA:CR43280	FBgn0262969	+
3L	18456399	18456800	lncRNA:CR44670	FBgn0265881	-
3L	18457201	18457550	lncRNA:CR44671	FBgn0265882	-
3L	18459464	18461024	CG32196	FBgn0052196	-
3L	18461957	18463163	CG4306	FBgn0036787	-
3L	18469378	18469618	Met75Cb	FBgn0028415	-
3L	18472143	18472384	Met75Ca	FBgn0028416	-
3L	18475298	18475679	lncRNA:CR44672	FBgn0265883	+
3L	18478822	18479223	lncRNA:CR44673	FBgn0265884	+
3L	18485137	18502557	AstC-R2	FBgn0036789	-
3L	18526976	18527445	CG32198	FBgn0052198	+
3L	18560258	18576326	AstC-R1	FBgn0036790	+
3L	18583437	18584235	lncRNA:CR45435	FBgn0266984	+
3L	18588759	18590165	CG7271	FBgn0036791	+
3L	18592303	18593771	term	FBgn0003683	-
3L	18596322	18596792	lncRNA:CR45389	FBgn0266938	+
3L	18597995	18598429	lncRNA:CR45390	FBgn0266939	+
3L	18600150	18617943	CG4174	FBgn0036793	-
3L	18600150	18617943	CG13380	FBgn0036799	-
3L	18603425	18605415	CG18234	FBgn0265268	+
3L	18605472	18607349	CG18233	FBgn0036795	+
3L	18607462	18609512	CG18231	FBgn0036796	+
3L	18609620	18611862	CG32201	FBgn0052201	+
3L	18611900	18614004	CG32199	FBgn0052199	+
3L	18618305	18622129	not	FBgn0013717	-
3L	18618390	18618461	tRNA:Pro-CGG-2-3	FBgn0052200	+
3L	18622692	18624751	bora	FBgn0259791	+
3L	18625959	18667177	MYPT-75D	FBgn0036801	+
3L	18667361	18668135	CG42495	FBgn0260027	+
3L	18668153	18673324	Capr	FBgn0042134	-
3L	18673474	18675413	GNBP2	FBgn0040322	-
3L	18675800	18677876	GNBP1	FBgn0040323	+
3L	18677931	18679297	CR46422	FBgn0286925	+
